conn_from,conn_to,edge_type
818011643Manuel, 409368095Susanna, nephew
818011643Manuel, 729608057Adeline, grand child
818011643Manuel, 921113635DAMIAN, husband
819546041Elwood, 168028727Roxanna, husband
819546041Elwood, 714520448Una, grand child
819546041Elwood, 924288825JOSHUA, nephew
820987616Harlan, 074050314HELEN, nephew
820987616Harlan, 580593885Cinda, husband
820987616Harlan, 714520448Una, grand child
820987616Harlan, 924288825JOSHUA, nephew
821434964Jonah, 758152838Mittie, husband
821691988NEIL, 325356416Isa, brother
821691988NEIL, 411002096Stacy, brother
824513644MARILYN, 194568290Jeannette, niece
824513644MARILYN, 426450774Creed, mother
824513644MARILYN, 433995199Fern, grand child
824513644MARILYN, 628578895Walker, mother
824513644MARILYN, 879027313JILL, mother
825426003Lovisa, 501079973HAZEL, grand child
825426003Lovisa, 949224905Zelma, niece
826184166Verna, 248701310SYBIL, mother
826184166Verna, 564110168ANGELA, mother
826184166Verna, 717104350Hence, wife
826184166Verna, 920451159Albertine, mother
827310231ANDREW, 022210531Marcellus, father
827310231ANDREW, 264065911JOE, father
827310231ANDREW, 885263151Gwendolyn, father
827310231ANDREW, 927328118Agatha, husband
828553653Pinkie, 831799424Garfield, wife
830293239Alf, 745040690Frederic, brother
830604090Lonnie, 194568290Jeannette, nephew
830604090Lonnie, 784675006Fannie, brother
830604090Lonnie, 791208120Araminta, nephew
830604090Lonnie, 876176853Elinor, brother
830604090Lonnie, 990243578Adella, brother
831748835Dayton, 800465792Fern, husband
831799424Garfield, 828553653Pinkie, husband
833187597Ettie, 945225258Rich, wife
833530609Francis, 104351302Elder, mother
833530609Francis, 196413535Cora, wife
833530609Francis, 409368095Susanna, niece
833530609Francis, 547621184Enoch, mother
833530609Francis, 729608057Adeline, grand child
834337093CHRISTINA, 996213888Billie, wife
834822964Boyd, 063340010Gottlieb, uncle
834822964Boyd, 620810228Delphine, husband
834822964Boyd, 624003551Lige, uncle
834822964Boyd, 640348510Bess, brother
834822964Boyd, 954032189KEVIN, uncle
836357939Ely, 382002109Lenora, husband
836357939Ely, 955861697Margarette, father
836846967Octavia, 289180157Thursa, niece
836846967Octavia, 927508416Blas, niece
836943551Louis, 278283835Jasper, niece
836943551Louis, 587769910HEIDI, grand child
837217357JEFFREY, 278283835Jasper, nephew
837217357JEFFREY, 587769910HEIDI, grand child
837217357JEFFREY, 858039625Lura, husband
837435993Buford, 140027258Calla, sister
837435993Buford, 686707218Mathilda, brother
837435993Buford, 815572444Kirk, brother
838394515Finis, 252821115Ivah, father
838394515Finis, 520650343Hardie, husband
840739470LEON, 018765328Caesar, father
840739470LEON, 114940554Rudolph, father
840739470LEON, 130057821HEIDI, husband
840739470LEON, 405092086Esau, father
840739470LEON, 444571600HANNAH, husband
840739470LEON, 613043314TERESA, husband
840739470LEON, 753991758Jessie, father
840739470LEON, 759902520Orren, father
841415212ROSIE, 049114594Cecil, mother
841415212ROSIE, 174503865Salome, mother
841415212ROSIE, 408907653Lacy, wife
841415212ROSIE, 485101688Dixie, grand mother
841415212ROSIE, 601114634Harmon, mother
841415212ROSIE, 694532630Jules, wife
841415212ROSIE, 745040690Frederic, grand mother
841415212ROSIE, 752681249Nealie, mother
841415212ROSIE, 830293239Alf, grand mother
841415212ROSIE, 947908670Izora, grand mother
842312807Charley, 034890921Pleasant, husband
843063096Arie, 845538059Elena, sister
844934719Adelia, 433995199Fern, grand child
845538059Elena, 091312867Angus, brother
845538059Elena, 757516507Lynn, brother
845538059Elena, 843063096Arie, sister
848582187MARGERY, 063227225Otha, mother
848582187MARGERY, 064791064Bernadette, sister
848582187MARGERY, 211509444Amalia, mother
848582187MARGERY, 407862704Theron, aunt
848582187MARGERY, 587769910HEIDI, grand child
848582187MARGERY, 870289348Wash, wife
848582187MARGERY, 895594036Wilburn, aunt
849127405Hervey, 000287344MARINA, father
849127405Hervey, 332340870Clarence, father
849127405Hervey, 625070004JANET, husband
849127405Hervey, 659151658JAY, father
849300404Lenna, 465519760Vernie, wife
849300404Lenna, 587769910HEIDI, grand child
849300404Lenna, 816417667Evie, niece
849354222Loren, 621303722PATRICK, nephew
849354222Loren, 714520448Una, grand child
850788075CLIVE, 060561956Patience, husband
852061711Haywood, 007063457Cordia, husband
852595379Elenora, 159077817BEN, wife
853603432LORRAINE, 462991788Perley, wife
853962407Ned, 025270238Sylvester, nephew
856628372Cordelia, 714520448Una, grand child
858039625Lura, 587769910HEIDI, grand child
858039625Lura, 837217357JEFFREY, wife
858491603Zeke, 194568290Jeannette, husband
858491603Zeke, 315835513Venie, husband
858491603Zeke, 449790386Knute, father
858491603Zeke, 495733566Vance, father
858491603Zeke, 498803580Garrett, father
858491603Zeke, 552307845ANNIE, husband
858491603Zeke, 574485682Herschel, father
858491603Zeke, 876858270WAYNE, father
858491603Zeke, 888873376Callie, husband
858975682Elroy, 554403830Lelia, husband
859430561Wilford, 064791064Bernadette, husband
859430561Wilford, 140728915Osa, husband
859430561Wilford, 201935621Virgil, father
859430561Wilford, 220706925Lorena, father
859430561Wilford, 289180157Thursa, husband
859430561Wilford, 473028799Bertie, husband
859430561Wilford, 563522502Vernon, father
859430561Wilford, 655628831Rosa, husband
859430561Wilford, 776726872Pedro, father
859430561Wilford, 895594036Wilburn, father
859430561Wilford, 940608770Almer, father
859912876Duff, 433995199Fern, grand child
859912876Duff, 604615838Smith, father
859912876Duff, 750938575Madora, husband
859912876Duff, 791208120Araminta, nephew
860382246Nina, 060561956Patience, mother
860382246Nina, 066263251Enrique, mother
860382246Nina, 073553025Noah, mother
860382246Nina, 408907653Lacy, wife
860382246Nina, 485101688Dixie, grand mother
860382246Nina, 550828466Phebe, mother
860382246Nina, 694532630Jules, wife
860382246Nina, 713462768Hezekiah, mother
860382246Nina, 784441529Dick, wife
861613709Maryann, 250239525Sula, sister
861613709Maryann, 332340870Clarence, sister
861613709Maryann, 558956211Coleman, sister
861613709Maryann, 638639486Joeseph, sister
861613709Maryann, 765576711Fleming, sister
864463007MONICA, 275096956Dayton, wife
864638836Wong, 567587617Lige, brother
864638836Wong, 572501878Elena, brother
864638836Wong, 871244009PAIGE, brother
866157199Armand, 129964008Tennie, father
866157199Armand, 167990561Jessee, husband
866157199Armand, 201212753Lynn, father
866157199Armand, 433995199Fern, grand child
866157199Armand, 527097952NICOLA, father
869323470MILDRED, 050217019Helene, mother
869323470MILDRED, 629183388Luis, wife
869323470MILDRED, 947014846Spencer, mother
869323470MILDRED, 950173504Frona, mother
869323470MILDRED, 993351634Cliff, wife
869401333Payton, 194568290Jeannette, nephew
869401333Payton, 199420081SHIRLEY, husband
869401333Payton, 433995199Fern, grand child
869409944Otho, 729608057Adeline, grand child
869409944Otho, 980030067Besse, husband
870289348Wash, 063227225Otha, father
870289348Wash, 064791064Bernadette, husband
870289348Wash, 211509444Amalia, father
870289348Wash, 322655012ADRIAN, father
870289348Wash, 395351100Hunt, father
870289348Wash, 407862704Theron, father
870289348Wash, 448150231Orilla, husband
870289348Wash, 664536350Beverly, father
870289348Wash, 733428024DAISY, husband
870289348Wash, 848582187MARGERY, husband
870289348Wash, 983916494CARLY, husband
870672646Miles, 146726919Hervey, father
870672646Miles, 174257183LEAH, husband
870672646Miles, 195681647JOSEPHINE, father
870672646Miles, 215982484Mahalia, husband
870672646Miles, 228444001STANLEY, father
870672646Miles, 251225681Daisy, father
870672646Miles, 280855007Yetta, father
870672646Miles, 536062885Archie, father
870672646Miles, 576176290Odelia, husband
870672646Miles, 639706033Nathaniel, father
870672646Miles, 660570133Tillie, husband
870672646Miles, 738409565Cassius, father
870672646Miles, 748343188Gwendolyn, husband
870672646Miles, 757430537Orrie, brother
870701584Oscar, 050914884Myrtle, uncle
870701584Oscar, 133716674Emil, uncle
870701584Oscar, 342872703Merida, uncle
870701584Oscar, 398505887IRIS, uncle
870701584Oscar, 475684716Chancy, uncle
870701584Oscar, 524376766JEAN, husband
870701584Oscar, 574272161Tilda, uncle
870701584Oscar, 593774464Noah, father
870701584Oscar, 605582361TINA, brother
870701584Oscar, 880000589Forest, father
871244009PAIGE, 342872703Merida, brother
871244009PAIGE, 567587617Lige, sister
871244009PAIGE, 572501878Elena, sister
871244009PAIGE, 864638836Wong, sister
871977446Oral, 171739558ABIGAIL, brother
871977446Oral, 217736631NORA, brother
872851006RUSSELL, 040416240Malvina, husband
872851006RUSSELL, 433995199Fern, grand child
872851006RUSSELL, 666482319ERNEST, father
874483963Lavina, 608017231Rube, wife
874509525Hedwig, 565677350TIMOTHY, wife
874946087Colonel, 514740852ABIGAIL, nephew
874946087Colonel, 714520448Una, grand child
874946087Colonel, 924288825JOSHUA, nephew
874973950JOANNE, 421623298Nova, wife
876176853Elinor, 830604090Lonnie, brother
876176853Elinor, 947908670Izora, sister
876176853Elinor, 955861697Margarette, sister
876212966SEAN, 587769910HEIDI, grand child
876212966SEAN, 714520448Una, grand child
876212966SEAN, 940584307Vena, nephew
876858270WAYNE, 108872608Dorcas, husband
876858270WAYNE, 433995199Fern, grand child
876917859Genie, 056811328Hollis, mother
876917859Genie, 093107512STANLEY, mother
876917859Genie, 150074004Randall, mother
876917859Genie, 408460444Leslie, mother
876917859Genie, 428718550Theadore, wife
876917859Genie, 710886792Eldridge, wife
876917859Genie, 765576711Fleming, mother
876917859Genie, 819546041Elwood, mother
876917859Genie, 933093844GEOFFREY, wife
877233310CHLOE, 164980070BERNARD, wife
878433040Lem, 130655434Spencer, father
878433040Lem, 278283835Jasper, nephew
878433040Lem, 400154124Lella, husband
878433040Lem, 448150231Orilla, grand child
878433040Lem, 587769910HEIDI, grand child
878433040Lem, 816417667Evie, nephew
878893222Elige, 057484219ESTHER, father
878893222Elige, 616001238Zona, father
878893222Elige, 638229809Stanton, father
878893222Elige, 925613131Pollie, father
878893222Elige, 952231794Ena, husband
878893222Elige, 965155017Cathrine, father
879027313JILL, 350930638Israel, sister
879027313JILL, 426450774Creed, sister
879027313JILL, 628578895Walker, sister
879027313JILL, 937573704JAY, brother
879193593Cloyd, 127477923Bartholomew, brother
879193593Cloyd, 189112920Octavia, brother
879193593Cloyd, 415539053Elam, brother
879193593Cloyd, 584733764Baldwin, nephew
880000589Forest, 593774464Noah, brother
880000589Forest, 605582361TINA, nephew
880251177Myron, 606994739Euphemia, brother
880251177Myron, 626611613Ward, brother
880251177Myron, 774683819JENNA, sister
880251177Myron, 906447946HOLLY, brother
884402308Emma, 215127719Felicia, husband
884402308Emma, 242231689Celestine, nephew
884402308Emma, 501079973HAZEL, grand child
885263151Gwendolyn, 022210531Marcellus, sister
885263151Gwendolyn, 264065911JOE, sister
885263151Gwendolyn, 680717945Ferdinand, brother
885808268Millie, 371618786Wheeler, wife
885808268Millie, 732320892REECE, mother
885918049CHRISTINA, 264382197Finis, sister
886017339Madeline, 138731521Adah, grand mother
886017339Madeline, 286860703Cal, mother
886017339Madeline, 542320047Dick, mother
886017339Madeline, 655779643Ira, sister
886017339Madeline, 716824764Porter, wife
886017339Madeline, 727628545Josiah, mother
886017339Madeline, 922032271Ollie, wife
886416390Cullen, 649283978Fidelia, husband
886443944Jessie, 419770392Burr, uncle
886443944Jessie, 667900452Bruno, uncle
886443944Jessie, 690846320Eddie, uncle
886443944Jessie, 963291135Mammie, husband
886443944Jessie, 971451655Mabelle, brother
886828636BRIAN, 049114594Cecil, sister
886828636BRIAN, 140027258Calla, sister
886878100Eligah, 102183263MICHELLE, brother
886878100Eligah, 549814107Cato, brother
887012692Manson, 102183263MICHELLE, father
887012692Manson, 476853149Alverta, husband
887012692Manson, 549814107Cato, father
887012692Manson, 886878100Eligah, father
888805138LEAH, 094261211Chancy, wife
888873376Callie, 017090314Liza, grand mother
888873376Callie, 102943984HEATHER, grand mother
888873376Callie, 201830872Micheal, mother
888873376Callie, 313043677Homer, mother
888873376Callie, 412234810Darius, wife
888873376Callie, 498803580Garrett, mother
888873376Callie, 666482319ERNEST, grand mother
888873376Callie, 768782145ADRIAN, wife
888873376Callie, 858491603Zeke, wife
888873376Callie, 872851006RUSSELL, mother
888873376Callie, 904507400Juanita, mother
888873376Callie, 978080151JACOB, wife
889462480Josiephine, 271149663Ennis, mother
889462480Josiephine, 459748889Clifford, mother
889462480Josiephine, 460637889Handy, mother
889462480Josiephine, 782916564Drusilla, sister
889462480Josiephine, 924288825JOSHUA, wife
889462480Josiephine, 995066187JEFFREY, aunt
889786094TOBY, 530219875Addie, husband
889786094TOBY, 710886792Eldridge, nephew
889786094TOBY, 714520448Una, grand child
891171880Johnny, 433995199Fern, grand child
891171880Johnny, 577032188Dovie, nephew
891171880Johnny, 843063096Arie, father
891171880Johnny, 845538059Elena, father
891171880Johnny, 945619847Mettie, husband
891434604BRANDON, 477522122Felicia, husband
892324417Adeline, 922032271Ollie, niece
892538551DAVID, 731963073Bena, husband
895594036Wilburn, 116537075Delphia, husband
895594036Wilburn, 587769910HEIDI, grand child
895594036Wilburn, 712701185Francis, father
895594036Wilburn, 848582187MARGERY, nephew
897871289Addison, 198910832SARA, husband
900078592KAREN, 727628545Josiah, brother
902356312Cleo, 500659766VICTORIA, husband
904793847EMILY, 000563566Ardelia, mother
904793847EMILY, 141388751Carlton, sister
904793847EMILY, 184061859Alpheus, aunt
904793847EMILY, 924848437TERENCE, wife
904793847EMILY, 945370662Pete, aunt
905144035Susanna, 910586796DANIEL, wife
905545224Edgar, 265322818JOANNE, sister
905575645KATY, 283965638Leila, brother
905575645KATY, 666482319ERNEST, sister
905575645KATY, 669151080Elizabeth, brother
905575645KATY, 686582370Marvin, brother
905642988ANNIE, 631608321Milford, wife
906447946HOLLY, 606994739Euphemia, sister
906447946HOLLY, 626611613Ward, sister
906447946HOLLY, 880251177Myron, sister
907678341CAROLYN, 135367294LESLEY, sister
907678341CAROLYN, 680717945Ferdinand, brother
907678341CAROLYN, 761487144Perry, sister
910586796DANIEL, 905144035Susanna, husband
911866920Wylie, 655779643Ira, husband
913370403HARRIET, 110377537Obed, wife
913370403HARRIET, 263664002Jossie, mother
913370403HARRIET, 584733764Baldwin, niece
913370403HARRIET, 729608057Adeline, grand child
915032647HEATHER, 663094530FRED, wife
915095124Lena, 630426060Melvin, wife
915499144Thornton, 423131424JILL, father
915499144Thornton, 512406302Alla, husband
915569636Elise, 715622691Orpha, mother
915569636Elise, 759902520Orren, wife
917842133Isa, 278283835Jasper, wife
919797585Freddie, 336669736Rube, father
919797585Freddie, 514740852ABIGAIL, nephew
919797585Freddie, 714520448Una, grand child
919797585Freddie, 924288825JOSHUA, nephew
919797585Freddie, 940584307Vena, husband
920009019Elias, 785317887JEMMA, husband
920451159Albertine, 248701310SYBIL, sister
920451159Albertine, 564110168ANGELA, sister
921113635DAMIAN, 818011643Manuel, wife
922032271Ollie, 018765328Caesar, uncle
922032271Ollie, 033586378Wilber, father
922032271Ollie, 033586378Wilber, uncle
922032271Ollie, 088338639OLIVIA, uncle
922032271Ollie, 089403406ASHLEIGH, husband
922032271Ollie, 112755529Zack, father
922032271Ollie, 130057821HEIDI, husband
922032271Ollie, 216486291RICKY, father
922032271Ollie, 239862063Augustin, father
922032271Ollie, 444571600HANNAH, brother
922032271Ollie, 444571600HANNAH, husband
922032271Ollie, 542320047Dick, father
922032271Ollie, 641120863Jerome, uncle
922032271Ollie, 727628545Josiah, father
922032271Ollie, 886017339Madeline, husband
922032271Ollie, 892324417Adeline, uncle
922032271Ollie, 939968084GARRY, uncle
922032271Ollie, 990397056Malissa, husband
922536319Lonie, 026789946LINDSEY, husband
923624720Altha, 459998729TOBY, wife
924288825JOSHUA, 000243482Nell, husband
924288825JOSHUA, 165984737Katharine, father
924288825JOSHUA, 271149663Ennis, father
924288825JOSHUA, 394802151ELLA, uncle
924288825JOSHUA, 459748889Clifford, father
924288825JOSHUA, 460637889Handy, father
924288825JOSHUA, 500015809Haywood, uncle
924288825JOSHUA, 514740852ABIGAIL, husband
924288825JOSHUA, 553280725Lucius, father
924288825JOSHUA, 587269719Wilhelmina, husband
924288825JOSHUA, 710886792Eldridge, brother
924288825JOSHUA, 778694638Vann, father
924288825JOSHUA, 782916564Drusilla, husband
924288825JOSHUA, 819546041Elwood, uncle
924288825JOSHUA, 820987616Harlan, uncle
924288825JOSHUA, 874946087Colonel, uncle
924288825JOSHUA, 889462480Josiephine, husband
924288825JOSHUA, 889786094TOBY, father
924288825JOSHUA, 919797585Freddie, uncle
924288825JOSHUA, 995066187JEFFREY, father
924848437TERENCE, 000563566Ardelia, father
924848437TERENCE, 904793847EMILY, husband
925613131Pollie, 057484219ESTHER, sister
925613131Pollie, 616001238Zona, sister
925613131Pollie, 638229809Stanton, sister
925613131Pollie, 965155017Cathrine, sister
925663157Vertie, 099934953Avis, niece
925663157Vertie, 729608057Adeline, grand child
926175280Sylvanus, 089403406ASHLEIGH, husband
926175280Sylvanus, 196333590Lavinia, husband
926175280Sylvanus, 237867646Lizzie, father
926175280Sylvanus, 364926641Manuela, husband
926175280Sylvanus, 444571600HANNAH, husband
926175280Sylvanus, 651262555Daisey, father
926175280Sylvanus, 774683819JENNA, father
926175280Sylvanus, 892324417Adeline, father
926175280Sylvanus, 946738078Isreal, father
926175280Sylvanus, 993077778Clyda, father
927328118Agatha, 022210531Marcellus, mother
927328118Agatha, 264065911JOE, mother
927328118Agatha, 827310231ANDREW, wife
927328118Agatha, 885263151Gwendolyn, mother
927508416Blas, 085470240Eunice, father
927508416Blas, 278283835Jasper, brother
927508416Blas, 520372778Elvira, father
927508416Blas, 627933406Jessie, father
927508416Blas, 815234313Rutherford, husband
927508416Blas, 816417667Evie, brother
927508416Blas, 836846967Octavia, uncle
927508416Blas, 937192619Alvah, father
929424936Manda, 483349541Rosalia, mother
929424936Manda, 643460036Perley, wife
933093844GEOFFREY, 056811328Hollis, father
933093844GEOFFREY, 074050314HELEN, husband
933093844GEOFFREY, 083170185Dock, father
933093844GEOFFREY, 093107512STANLEY, father
933093844GEOFFREY, 150074004Randall, father
933093844GEOFFREY, 483902885Minor, father
933093844GEOFFREY, 876917859Genie, husband
933093844GEOFFREY, 940259831Nell, husband
933510620PHILLIP, 194568290Jeannette, nephew
933510620PHILLIP, 433995199Fern, grand child
933510620PHILLIP, 694035964Vannie, husband
935002939BETTY, 361312195Austin, wife
936017667Henery, 330623405Viney, husband
936017667Henery, 729608057Adeline, grand child
936062482Vivian, 621303722PATRICK, sister
936062482Vivian, 647341709Bartholomew, wife
936062482Vivian, 776726872Pedro, aunt
936062482Vivian, 849354222Loren, mother
936062482Vivian, 885918049CHRISTINA, mother
937192619Alvah, 085470240Eunice, brother
937192619Alvah, 278283835Jasper, nephew
937192619Alvah, 520372778Elvira, brother
937192619Alvah, 627933406Jessie, brother
937192619Alvah, 816417667Evie, nephew
937573704JAY, 222135098Claudia, brother
937573704JAY, 497550727Belle, brother
937573704JAY, 879027313JILL, brother
937573704JAY, 977320204BERYL, sister
937710636PATRICIA, 052470086Sylvanus, wife
939968084GARRY, 410902706Stacy, brother
939968084GARRY, 451072757Annabel, brother
939968084GARRY, 715622691Orpha, brother
939968084GARRY, 761487144Perry, brother
939968084GARRY, 774074367Hettie, brother
939968084GARRY, 922032271Ollie, nephew
939971207ROSEMARY, 765063555Rudolph, wife
939971207ROSEMARY, 788515384Ina, mother
940259831Nell, 483902885Minor, mother
940259831Nell, 933093844GEOFFREY, wife
940584307Vena, 336669736Rube, mother
940584307Vena, 345609574Orpha, sister
940584307Vena, 717318995Edmond, aunt
940584307Vena, 741712101CHANTELLE, aunt
940584307Vena, 876212966SEAN, aunt
940584307Vena, 919797585Freddie, wife
940608770Almer, 083137597Prudence, husband
940608770Almer, 501079973HAZEL, grand child
940608770Almer, 587769910HEIDI, grand child
942583662LORRAINE, 733449684Ned, sister
942719822Titus, 128631859STEPHANIE, husband
942719822Titus, 458840819GLYNIS, father
942719822Titus, 721977249Sadie, father
942719822Titus, 981489643Viola, father
944989055Lovisa, 196333590Lavinia, niece
944989055Lovisa, 264375306LAWRENCE, mother
944989055Lovisa, 278283835Jasper, niece
944989055Lovisa, 587769910HEIDI, grand child
944989055Lovisa, 688718450Emory, wife
945225258Rich, 833187597Ettie, husband
945370662Pete, 587769910HEIDI, grand child
945370662Pete, 714520448Una, grand child
945370662Pete, 904793847EMILY, nephew
945619847Mettie, 843063096Arie, mother
945619847Mettie, 845538059Elena, mother
945619847Mettie, 891171880Johnny, wife
946738078Isreal, 130057821HEIDI, niece
946738078Isreal, 366010880Ethel, niece
946738078Isreal, 405092086Esau, wife
947014846Spencer, 018765328Caesar, wife
947014846Spencer, 025270238Sylvester, niece
947243595Magdalen, 051070078KYLE, mother
947243595Magdalen, 238285273GARRY, mother
947243595Magdalen, 521684491Mac, wife
947908670Izora, 876176853Elinor, sister
948040783Cassie, 379986435Minor, wife
948947630RACHAEL, 778694638Vann, wife
949224905Zelma, 116537075Delphia, aunt
949224905Zelma, 253212775Candido, aunt
949224905Zelma, 323174462Herschel, aunt
949224905Zelma, 502565188BLANCHE, mother
949224905Zelma, 734176606FRANCES, sister
949224905Zelma, 740686282Jewell, mother
949224905Zelma, 755633028Winfield, wife
949224905Zelma, 825426003Lovisa, aunt
950173504Frona, 228444001STANLEY, sister
950173504Frona, 352768372Clemmie, sister
950173504Frona, 483349541Rosalia, sister
952231794Ena, 057484219ESTHER, mother
952231794Ena, 616001238Zona, mother
952231794Ena, 638229809Stanton, mother
952231794Ena, 878893222Elige, wife
952231794Ena, 925613131Pollie, mother
952231794Ena, 965155017Cathrine, mother
952743276Bama, 460802096Gustave, sister
952743276Bama, 696728586CONNOR, sister
952743276Bama, 727628545Josiah, brother
953282869Birtie, 587769910HEIDI, grand child
953282869Birtie, 735241251Clayton, wife
953554810Millie, 045727277Pete, aunt
953554810Millie, 332756266Dillard, mother
953554810Millie, 394911406Boyd, aunt
953554810Millie, 412234810Darius, wife
953554810Millie, 415539053Elam, mother
953554810Millie, 517148551Edyth, aunt
953554810Millie, 577032188Dovie, sister
953554810Millie, 793005985LAUREN, aunt
953554810Millie, 843063096Arie, grand mother
953554810Millie, 845538059Elena, grand mother
953554810Millie, 891171880Johnny, mother
953554810Millie, 978080151JACOB, wife
954032189KEVIN, 399186249ENID, husband
954032189KEVIN, 729608057Adeline, grand child
954032189KEVIN, 834822964Boyd, nephew
955861697Margarette, 876176853Elinor, sister
959180880Phebe, 023908742Burl, wife
959180880Phebe, 531840332Blaine, mother
959180880Phebe, 838884728Bishop, mother
959462351Joseph, 431993015Alonzo, wife
963291135Mammie, 886443944Jessie, wife
965155017Cathrine, 057484219ESTHER, sister
965155017Cathrine, 356151891Honora, brother
965155017Cathrine, 616001238Zona, sister
965155017Cathrine, 638229809Stanton, sister
965155017Cathrine, 925613131Pollie, sister
967598265Willian, 648480107ANDREA, brother
968195599Gardner, 460016021Alpha, husband
971451655Mabelle, 419770392Burr, mother
971451655Mabelle, 660654016Pete, wife
971451655Mabelle, 667900452Bruno, mother
971451655Mabelle, 690846320Eddie, mother
971451655Mabelle, 886443944Jessie, sister
977083292Denver, 581931000Isa, husband
977320204BERYL, 102943984HEATHER, sister
977320204BERYL, 409368095Susanna, niece
977320204BERYL, 415539053Elam, sister
977320204BERYL, 428638432Jimmie, sister
977320204BERYL, 583132512Sabina, sister
977320204BERYL, 638639486Joeseph, brother
977320204BERYL, 937573704JAY, sister
978080151JACOB, 093651812JENNIFER, father
978080151JACOB, 132459035Tabitha, father
978080151JACOB, 313043677Homer, father
978080151JACOB, 315835513Venie, husband
978080151JACOB, 415539053Elam, father
978080151JACOB, 445782145ALICE, father
978080151JACOB, 552307845ANNIE, husband
978080151JACOB, 806425878SHARON, husband
978080151JACOB, 888873376Callie, husband
978080151JACOB, 891171880Johnny, father
978080151JACOB, 953554810Millie, husband
979486256Delila, 401236559Alba, sister
979486256Delila, 733449684Ned, sister
980030067Besse, 584733764Baldwin, niece
980030067Besse, 729608057Adeline, grand child
980030067Besse, 869409944Otho, wife
980791414Shirley, 433995199Fern, grand child
981489643Viola, 458840819GLYNIS, sister
981489643Viola, 721977249Sadie, sister
983673990WALTER, 501079973HAZEL, grand child
983673990WALTER, 674511806Hermine, husband
983916494CARLY, 349015355SAMUEL, wife
983916494CARLY, 465658179HERBERT, wife
983916494CARLY, 501079973HAZEL, grand child
983916494CARLY, 520832480Romeo, mother
983916494CARLY, 658524976DOUGLAS, mother
983916494CARLY, 664536350Beverly, mother
983916494CARLY, 757430537Orrie, niece
983916494CARLY, 870289348Wash, wife
989614476Mattie, 098968288DAWN, nephew
989614476Mattie, 729608057Adeline, grand child
989660600Emmie, 108815378Willard, wife
989660600Emmie, 507987242Tommie, mother
989660600Emmie, 633925585Jefferson, mother
989660600Emmie, 988846105Genie, mother
990243578Adella, 565804242Llewellyn, sister
990243578Adella, 610924513Lacy, sister
990243578Adella, 830604090Lonnie, brother
990397056Malissa, 216486291RICKY, mother
990397056Malissa, 853962407Ned, mother
990397056Malissa, 922032271Ollie, wife
990397056Malissa, 993351634Cliff, wife
993077778Clyda, 645249048PAIGE, niece
993326113Pete, 714520448Una, husband
993351634Cliff, 025270238Sylvester, brother
993351634Cliff, 130057821HEIDI, husband
993351634Cliff, 458714508Ivy, father
993351634Cliff, 582376381Caleb, father
993351634Cliff, 670854743Jewel, father
993351634Cliff, 680717945Ferdinand, father
993351634Cliff, 853962407Ned, father
993351634Cliff, 869323470MILDRED, husband
993351634Cliff, 947014846Spencer, father
993351634Cliff, 990397056Malissa, husband
993476048ERNEST, 721236463Phoebe, husband
994674027Walter, 584733764Baldwin, niece
994674027Walter, 729608057Adeline, grand child
994775685America, 111158636Morton, wife
995066187JEFFREY, 710886792Eldridge, nephew
995066187JEFFREY, 714520448Una, grand child
995066187JEFFREY, 792246109Lidie, husband
995066187JEFFREY, 889462480Josiephine, nephew
996213888Billie, 834337093CHRISTINA, husband
997939409JUDITH, 022637087Effa, aunt
997939409JUDITH, 196319500Bishop, aunt
997939409JUDITH, 242231689Celestine, sister
997939409JUDITH, 358821342Thomas, aunt
997939409JUDITH, 387132749Ransom, aunt
997939409JUDITH, 445887033Hamp, mother
997939409JUDITH, 616003687YASMIN, mother
997939409JUDITH, 784441529Dick, wife
997939409JUDITH, 799378615RUSSELL, mother
997939409JUDITH, 884402308Emma, mother
998957156Zena, 264382197Finis, mother
999724833KELLY, 641120863Jerome, wife
